URL,Product Name,Price,Technical Details,Description,Cleaned_Price,Cleaned_Tech_Details,Cleaned_Description,Processor,RAM,Storage,Display,Embedding
https://www.ryans.com/hp-victus-gaming-15-fb1053ax-amd-ryzen-5-7535hs-ceramic-white-gaming-laptop,HP Victus Gaming 15-fb1053AX AMD Ryzen 5 7535HS 8GB RAM 512GB SSD 15.6 Inch FHD IPS AntiGlare Display Ceramic White Gaming Laptop,98000,"Quick Overview
Processor Type. - Ryzen 5
Generation - Ryzen
RAM - 8GB
Storage - 512GB SSD
Graphics Memory - 4GB
Display Size (Inch) - 15.6
Licensed Application - Microsoft Office","Features of HP Victus Gaming 15-fb1053AX Laptop In Bangladesh
What is the price of HP Victus Gaming 15-fb1053AX Laptop In Bangladesh?
The price of HP Victus Gaming 15-fb1053AX Laptop starts from 98,000 . The price may vary due to your customization and product availability. You can buy HP Victus Gaming 15-fb1053AX Laptop from our website or visit our showrooms nearby.",98000.0, Processor Type. - Ryzen 5 Generation - Ryzen RAM - 8GB Storage - 512GB SSD Graphics Memory - 4GB Display Size (Inch) - 15.6 Licensed Application - Microsoft Office,"What is the price of HP Victus Gaming 15-fb1053AX Laptop In Bangladesh? The price of HP Victus Gaming 15-fb1053AX Laptop starts from 98,000 . The price may vary due to your customization and product availability. ",Ryzen 5 Generation - Ryzen,8GB,512GB SSD,15.6 inch,"[0.020016787573695183, 0.1189923956990242, 0.00816862378269434, -0.048581041395664215, -0.0071099139750003815, 0.05675733461976051, -0.07208770513534546, 0.06535039097070694, 0.010172998532652855, -0.014844409190118313, -0.02703557163476944, -0.060328539460897446, -0.0149032361805439, -0.022002046927809715, 0.006133527494966984, -0.020607762038707733, 0.061330847442150116, -0.116808220744133, -0.004201587289571762, -0.022851837798953056, -0.016122063621878624, -0.017003921791911125, 0.003416694002225995, -0.05609433725476265, -0.022180326282978058, -0.00855143554508686, 0.06265442818403244, 0.022181646898388863, -0.01983690820634365, -0.012785711325705051, 0.04026513546705246, 0.024979205802083015, -0.017807472497224808, 0.058994997292757034, 0.031696997582912445, -0.08601338416337967, -0.008686216548085213, -0.05174420401453972, 0.0430339053273201, -0.06472020596265793, 0.020248761400580406, -0.058921944350004196, -0.05715150013566017, 0.018748274073004723, 0.07343191653490067, -0.03215594217181206, -0.047988783568143845, 0.08233848214149475, 0.0011057737283408642, 0.08428376913070679, -0.05373081937432289, -0.04540634900331497, -0.05858346074819565, -0.03058309108018875, -0.01977429911494255, -0.09617527574300766, 0.028373517096042633, 0.030830800533294678, -0.007161115761846304, 0.006549817975610495, -0.009164967574179173, 0.017265453934669495, -0.101381815969944, 0.04032951220870018, -0.045539628714323044, 0.0023570233024656773, 0.0486801378428936, -0.06036415696144104, 0.015755729749798775, 0.014444214291870594, 0.0001396459119860083, 0.0061459108255803585, 0.060690492391586304, -0.04217163473367691, -0.1171715036034584, -0.03691738098859787, 0.07495463639497757, -0.02549164928495884, 0.052534319460392, -0.012384685687720776, -0.02816193550825119, -0.0035975552164018154, -0.02032618038356304, 0.010734382085502148, 0.03553988039493561, -0.0796879231929779, -0.012552915140986443, -0.0007618212839588523, 0.05505521968007088, -0.04488935321569443, 0.029002126306295395, -0.027793873101472855, -0.05532344803214073, 0.10259228944778442, 0.006571893114596605, 0.02100544609129429, 0.05552661418914795, -0.046638619154691696, 0.03893161192536354, -0.008873015642166138, 0.017390795052051544, -0.01242967788130045, 0.07750216871500015, 0.04755289852619171, -0.0737750306725502, 0.019032079726457596, 0.018555758520960808, 0.0555197075009346, -0.09434483200311661, -0.0950944572687149, -0.09630465507507324, 0.03918292000889778, -0.04938763752579689, -0.0569901168346405, -0.043016526848077774, -0.010130563750863075, -0.051127009093761444, -0.047860972583293915, 0.05517464876174927, -0.04910355806350708, 0.0021268450655043125, -0.014760254882276058, 0.01811760850250721, -0.03488808125257492, -0.09083589911460876, -0.07465770095586777, -0.08710426837205887, 7.630764924717066e-33, 0.02217879891395569, -0.0572856068611145, -0.01842632330954075, -0.0850411206483841, -0.03365969657897949, 0.02958241105079651, 0.019993962720036507, -0.013611569069325924, -0.05073099955916405, 0.028383027762174606, -0.04943038523197174, -0.04351058602333069, -0.03932643309235573, 0.004772176034748554, 0.08016788959503174, -0.04744662344455719, 0.01754872128367424, -0.0075704315677285194, 0.02448328770697117, 0.013007872737944126, 0.03349979966878891, 0.024129075929522514, 0.03021244704723358, -0.0004678024852182716, -0.01761932298541069, 0.10144360363483429, 0.0108155757188797, 0.027088701725006104, 0.06529460102319717, 0.051916953176259995, -0.02720625326037407, -0.05298866331577301, -0.08977523446083069, -0.09357127547264099, -0.04108984395861626, 0.07861507683992386, 0.025679148733615875, -0.06052076444029808, -0.00805719755589962, -0.025895794853568077, 0.029423238709568977, 0.07846325635910034, -0.0370648168027401, -0.058532264083623886, -0.011521877720952034, 0.0341605618596077, -0.03773036599159241, 0.004865675698965788, 0.09387601166963577, 0.01698964089155197, -0.15843617916107178, 0.05196487531065941, -0.047671839594841, -0.011922497302293777, 0.0018642991781234741, -0.012899676337838173, 0.05731453001499176, 0.039592668414115906, 0.03280135244131088, 0.07474786788225174, -0.05743585154414177, -0.06885934621095657, 0.05437987297773361, -0.034518856555223465, -0.04920169711112976, 0.012084433808922768, 0.07439867407083511, 0.030953019857406616, -0.04424511641263962, 0.029648279771208763, 0.014273109845817089, 0.006846950389444828, 0.11577087640762329, -0.013565451838076115, 0.04283209145069122, 0.10466960817575455, 0.0113700395449996, -0.035292066633701324, -0.015326285734772682, 0.005969617981463671, -0.0023465778212994337, 0.0566384457051754, -0.026243997737765312, -0.05581812560558319, -0.004739627707749605, 0.02015223354101181, 0.0023726746439933777, -0.03747434541583061, -0.005850379355251789, 0.026490604504942894, 0.03152553364634514, 0.0811539962887764, 0.035949066281318665, 0.00939213577657938, 0.03347933292388916, -8.720084519364541e-33, -0.012808924540877342, 0.06626222282648087, -0.022996045649051666, 0.025544647127389908, -0.008253981359302998, 0.029571954160928726, -0.01757398433983326, 0.060009170323610306, -0.019735917448997498, 0.05161994695663452, -0.060374706983566284, 0.025441421195864677, -0.016998285427689552, 0.029823442921042442, -0.0777953490614891, 0.057324931025505066, 0.022597186267375946, -0.019184660166502, 0.06298469007015228, -0.021232198923826218, -0.11492365598678589, 0.11448922753334045, -0.03350614756345749, -0.014651544392108917, 0.02981940470635891, 0.0420648455619812, -0.05933414399623871, -0.0007517271442338824, 0.0008012090693227947, -0.012572507373988628, 0.0022065071389079094, -0.06391514092683792, 0.025667376816272736, 0.09619459509849548, 0.019794361665844917, -0.033389072865247726, 0.09945598989725113, -0.027765534818172455, 0.027746135368943214, 0.060988496989011765, 0.0527859590947628, 0.08435998857021332, -0.008460973389446735, 0.022774694487452507, 0.07337296009063721, 0.02328208088874817, -0.037456952035427094, -0.15660500526428223, 0.07849202305078506, -0.06790769100189209, 0.04058566689491272, 0.007339125033468008, 0.010794952511787415, -0.04038254916667938, -0.1047663763165474, -0.04992145672440529, -0.017699776217341423, 0.10468348115682602, 0.08376067131757736, -0.0913764238357544, 0.03029450587928295, 0.046737585216760635, -0.02557048387825489, -0.0031392755918204784, 0.011030462570488453, -0.007183187175542116, 0.05597037822008133, -0.026994910091161728, 0.04039862006902695, -0.07435830682516098, -0.0666799545288086, -0.04895877093076706, -0.007311899680644274, 0.0005965257878415287, -0.02407078817486763, 0.06303596496582031, 0.01855309307575226, 0.007595162373036146, 0.0828031376004219, 0.03822388872504234, 0.13306313753128052, 0.0021452505607157946, 0.032215725630521774, -0.03518008813261986, -0.0874318853020668, 0.0005585660692304373, -0.034368257969617844, -0.005225802771747112, -0.00937043409794569, 0.018933191895484924, -0.04210127145051956, 0.01756664365530014, -0.028264882043004036, -0.03646329790353775, 0.05613335967063904, -4.585545809732139e-08, 0.012649429962038994, -0.06517485529184341, -0.02374579757452011, 0.11234686523675919, 0.0038356368895620108, -0.01124220434576273, 0.01626276783645153, 0.03707798570394516, 0.10903076082468033, 0.08186101168394089, 0.0241899024695158, -0.11195281147956848, -0.0816793441772461, 0.012522144243121147, -0.07525897026062012, 0.029938383027911186, -0.050528597086668015, 0.04580940678715706, 0.01887638494372368, -0.0018849028274416924, 0.0031940441112965345, 0.12693890929222107, 0.07266898453235626, 0.008348571136593819, 0.01928125135600567, 0.002878303173929453, -0.11465340107679367, 0.0052554914727807045, -3.01498675980838e-05, 0.00027333214529789984, -0.012674590572714806, 0.062481604516506195, 0.06756485253572464, -0.05666554346680641, -0.006313457153737545, -0.0005067134625278413, -0.005163276568055153, 0.03844699636101723, 0.054495472460985184, 0.0511549673974514, 0.0006854615057818592, -0.10580586642026901, -0.06461266428232193, -0.03602175787091255, 0.05950808525085449, -0.0400630459189415, -0.030947638675570488, -0.07086878269910812, -0.08259651809930801, -0.015048706904053688, -0.005663604009896517, 0.009832213632762432, 0.04484402388334274, -0.004722237586975098, -0.004252309910953045, 0.0282205268740654, -0.0942801833152771, 0.09617805480957031, -0.0007669772021472454, 0.010964060202240944, 0.08616497367620468, -0.09073716402053833, -0.028978753834962845, 0.002121164696291089]"
https://www.ryans.com/microsoft-surface-pro-9-lte-microsoft-sq3-8gb-ram-256gb-ssd-13-inch-pixelsense-flow-multi-touch-display-platinum-laptop,"Microsoft Surface Pro 9 LTE (5G) Microsoft SQ3 8GB RAM, 256GB SSD 13 Inch Pixelsense Flow Multi Touch Display Platinum Laptop (Type Cover is sold separately)",152900,"Quick Overview
Processor Type. - SQ3
Generation - SQ Series
RAM - 8GB
Storage - 256GB SSD
Graphics Memory - Shared
Display Size (Inch) - 13
Licensed Application - No","Features of Microsoft Surface Pro 9 Laptop In Bangladesh
Microsoft SQ3
8GB LPDDR4x RAM | 256GB SSD
13"" PixelSense Flow 10-Point Touchscreen
2880 x 1920 Screen Resolution (267 ppi)
120 Hz Refresh Rate (60 Hz Default)
Integrated Adreno 8CX Graphics
USB-C 3.2 Gen 1
Wi-Fi 6E (802.11ax) | 5G | Bluetooth 5.1
Windows 11 Home
Be productive, creative, and entertained from almost anywhere with the 13"" Microsoft Surface Pro 9, which combines the power of a laptop with the versatility of a tablet. Designed for everyday productivity, video conferencing, and gaming, this portable platinum colored system is updated with a Microsoft SQ3 processor powered by Qualcomm Snapdragon and 8GB of LPDDR4x memory, giving it the flexibility to quickly multitask applications such as Microsoft Word, Adobe Fresco, and more installed onto its replaceable 256GB SSD while delivering a long-lasting battery life. At the same time, the Surface Pro 9 maintains the familiar lightweight design of its predecessor, including a 13"" 2880 x 1920 resolution PixelSense Flow touchscreen display, dual USB-C 3.2 Gen 1 ports, and a convenient built-in kickstand. Install a compatible NanoSim or eSIM from the 5G mobile service provider of your choice for high-speed internet connections from almost any location. Wi-Fi 6E capabilities are also available, allowing you to connect to compatible wireless networks. Windows 11 Home is pre-installed.
Surface Pro 9 - Built for Mobility
This system features a power-efficient Microsoft SQ3 processor, which helps to maximize battery life while running a variety of productivity and creative applications. Additionally, its Neural Processing Unit (NPU) unlocks a host of AI features with Windows Studio effects, including enhanced background blurring.
PixelSense Flow Display
The Surface Pro 9 features a 13"" edge-to-edge PixelSense Flow 10-point touchscreen display with a 2880 x 1920 resolution, delivering crisp images with 267 ppi (pixels per inch) and a 3:2 aspect ratio. The display also comes with an ambient color sensor, which automatically adjusts the color temperature and brightness based on the lighting conditions. The default 60 Hz refresh rate may be increased to 120 Hz for smoother scrolling while browsing content in addition to minimizing motion blur when playing your favorite games.
High Resolution Cameras
Capture every moment in stunning detail with the 10MP rear camera, which records video at up to 4K resolution. Additionally, the 1080p front camera is ideal for video calls and supports quick logins via Windows Hello.
5G Connectivity
Enjoy high-speed internet from almost anywhere through a compatible 5G mobile network.
Fast Wi-Fi
Wi-Fi 6E (802.11ax) connectivity allows you to take advantage of the less congested 6 GHz band with compatible networks, delivering a clear high-speed signal for smooth video streaming, online gaming, and web browsing experiences.
USB 3.2 Gen 1
USB 3.2 Gen 1 features a maximum throughput of 5 Gb/s.
Power Through Your Day
The Surface Pro 9 offers up to 19 hours of battery life.
Complete Your Experience
Enhance your Surface Pro 9 with a separately purchased Surface Slim Pen 2 to make detailed illustrations and edits as though you were working with a pen and paper. Adding a Surface Pro Signature Keyboard provides you with a laptop experience. You can also pair the system with a variety of Bluetooth devices, including headsets, mice, and speakers.
Windows 11 Home - A New Start Position
Windows 11 has been completely redesigned from its predecessor to emphasize productivity, creativity, and ease of use. The customizable Start Menu is now at the center of the taskbar and utilizes the cloud, allowing you to quickly find and access recent files, regardless of what platform or device was previously used to view them. The streamlined Start Menu design also lets you pin apps and recent files in addition to powering down the system.
What is the price of Microsoft Surface Pro 9 Laptop In Bangladesh?
The price of Microsoft Surface Pro 9 Laptop starts from 152,900 . The price may vary due to your customization and product availability. You can buy Microsoft Surface Pro 9 Laptop from our website or visit our showrooms nearby.",152900.0, Processor Type. - SQ3 Generation - SQ Series RAM - 8GB Storage - 256GB SSD Graphics Memory - Shared Display Size (Inch) - 13 ,"Microsoft SQ3 8GB LPDDR4x RAM | 256GB SSD 13"" PixelSense Flow 10-Point Touchscreen 2880 x 1920 Screen Resolution (267 ppi) 120 Hz Refresh Rate (60 Hz Default) Integrated Adreno 8CX Graphics USB-C 3.2 Gen 1 Wi-Fi 6E (802.11ax) | 5G | Bluetooth 5.1 Windows 11 Home Be productive, creative, and entertained from almost anywhere with the 13"" Microsoft Surface Pro 9, which combines the power of a laptop with the versatility of a tablet. Designed for everyday productivity, video conferencing, and gaming, this portable platinum colored system is updated with a Microsoft SQ3 processor powered by Qualcomm Snapdragon and 8GB of LPDDR4x memory, giving it the flexibility to quickly multitask applications such as Microsoft Word, Adobe Fresco, and more installed onto its replaceable 256GB SSD while delivering a long-lasting battery life. At the same time, the Surface Pro 9 maintains the familiar lightweight design of its predecessor, including a 13"" 2880 x 1920 resolution PixelSense Flow touchscreen display, dual USB-C 3.2 Gen 1 ports, and a convenient built-in kickstand. Install a compatible NanoSim or eSIM from the 5G mobile service provider of your choice for high-speed internet connections from almost any location. Wi-Fi 6E capabilities are also available, allowing you to connect to compatible wireless networks. Windows 11 Home is pre-installed. Surface Pro 9 - Built for Mobility This system features a power-efficient Microsoft SQ3 processor, which helps to maximize battery life while running a variety of productivity and creative applications. Additionally, its Neural Processing Unit (NPU) unlocks a host of AI features with Windows Studio effects, including enhanced background blurring. PixelSense Flow Display The Surface Pro 9 features a 13"" edge-to-edge PixelSense Flow 10-point touchscreen display with a 2880 x 1920 resolution, delivering crisp images with 267 ppi (pixels per inch) and a 3:2 aspect ratio. The display also comes with an ambient color sensor, which automatically adjusts the color temperature and brightness based on the lighting conditions. The default 60 Hz refresh rate may be increased to 120 Hz for smoother scrolling while browsing content in addition to minimizing motion blur when playing your favorite games. High Resolution Cameras Capture every moment in stunning detail with the 10MP rear camera, which records video at up to 4K resolution. Additionally, the 1080p front camera is ideal for video calls and supports quick logins via Windows Hello. 5G Connectivity Enjoy high-speed internet from almost anywhere through a compatible 5G mobile network. Fast Wi-Fi Wi-Fi 6E (802.11ax) connectivity allows you to take advantage of the less congested 6 GHz band with compatible networks, delivering a clear high-speed signal for smooth video streaming, online gaming, and web browsing experiences. USB 3.2 Gen 1 USB 3.2 Gen 1 features a maximum throughput of 5 Gb/s. Power Through Your Day The Surface Pro 9 offers up to 19 hours of battery life. Complete Your Experience Enhance your Surface Pro 9 with a separately purchased Surface Slim Pen 2 to make detailed illustrations and edits as though you were working with a pen and paper. Adding a Surface Pro Signature Keyboard provides you with a laptop experience. You can also pair the system with a variety of Bluetooth devices, including headsets, mice, and speakers. Windows 11 Home - A New Start Position Windows 11 has been completely redesigned from its predecessor to emphasize productivity, creativity, and ease of use. The customizable Start Menu is now at the center of the taskbar and utilizes the cloud, allowing you to quickly find and access recent files, regardless of what platform or device was previously used to view them. The streamlined Start Menu design also lets you pin apps and recent files in addition to powering down the system. What is the price of Microsoft Surface Pro 9 Laptop In Bangladesh? The price of Microsoft Surface Pro 9 Laptop starts from 152,900 . The price may vary due to your customization and product availability. ",SQ3 Generation - SQ Series,8GB,256GB SSD,13 inch,"[-0.08158673346042633, -0.04373754933476448, -0.02495472878217697, -0.05550647899508476, 0.044734224677085876, 0.0055292402394115925, 0.012236463837325573, 0.07618041336536407, -0.004062413237988949, 0.01513741910457611, 0.03195998817682266, 0.022389160469174385, -0.023102892562747, 0.057983145117759705, 0.02920692227780819, 0.058764148503541946, 0.05522053688764572, -0.06093067675828934, -0.021883120760321617, 0.037201233208179474, 0.08170124143362045, -0.09478558599948883, -0.015932422131299973, -0.08123622089624405, 0.008293629623949528, 0.024307910352945328, 0.010540427640080452, 0.008996645919978619, 0.004211027175188065, 0.033660780638456345, 0.0018439433770254254, 0.020406506955623627, 0.014988156035542488, 0.02384098805487156, -0.00010621996625559404, -0.047424737364053726, -0.032009467482566833, -0.05117841064929962, -0.07076795399188995, -0.06673666834831238, -0.04651879519224167, -0.0021513421088457108, -0.014563552103936672, 0.030207963660359383, 0.10540562868118286, -0.03708270192146301, -0.02054961957037449, 0.0358649343252182, -0.023318350315093994, -0.0161299891769886, 0.01525107305496931, -0.028917299583554268, -0.003048261161893606, 0.016392089426517487, -0.035192131996154785, 0.0061398763209581375, 0.058072447776794434, 0.003517436794936657, 0.03720314800739288, -0.017583424225449562, 0.021862465888261795, -0.06608018279075623, 0.03409743681550026, 0.000709235726390034, -0.0084384148940444, 0.016289005056023598, -0.0006483112811110914, -0.060664836317300797, -0.01075297873467207, -0.042101193219423294, -0.10955977439880371, 0.05393070727586746, -0.021479712799191475, -0.03463544324040413, -0.010034354403614998, 0.006446798797696829, 0.03682003170251846, -0.09712924063205719, -0.06081339716911316, -0.019915495067834854, -0.002377862809225917, 0.07661779969930649, -0.06894021481275558, 0.033396076411008835, 0.08376586437225342, -0.04632600024342537, 0.01752931997179985, 0.04837038367986679, -0.05610733479261398, -0.07863380014896393, -0.045453134924173355, 0.09326194226741791, -0.10218488425016403, -0.007381522562354803, -0.04512026906013489, -0.0358157604932785, 0.060709308832883835, -0.10440417379140854, -0.0710187703371048, 0.005265317857265472, 0.06984496116638184, 0.022729476913809776, 0.11333960294723511, -0.02338551916182041, -0.029453866183757782, -0.045323796570301056, 0.031824275851249695, 0.09820888936519623, -0.05148281157016754, 0.019658241420984268, 0.017247218638658524, -0.0020660562440752983, -0.11203166097402573, 0.01843257062137127, -0.034315988421440125, 0.016934476792812347, -0.11274906992912292, -0.006871209014207125, 0.1299474984407425, 0.010347896255552769, 0.007717963773757219, -0.0031313998624682426, -0.05537019297480583, -0.018100755289196968, -0.04148377478122711, 0.03815189003944397, -0.005985582713037729, 9.821848191083408e-33, -0.0237460657954216, 0.05225655063986778, -0.06471096724271774, -0.018545055761933327, -0.019205262884497643, 0.037249233573675156, -0.008864637464284897, -0.050226256251335144, 0.05663527548313141, 0.01372439507395029, -0.0713898241519928, 0.00915087666362524, -0.06573121249675751, 0.04527491331100464, 0.1004321426153183, -0.08012627065181732, -0.03676065057516098, 0.0497041717171669, 0.012295747175812721, 0.0068739415146410465, 0.04821443185210228, 0.01354303676635027, -0.06414024531841278, -0.05143853649497032, 0.0291280560195446, 0.08020452409982681, -0.0011464025592431426, 0.09605428576469421, 0.12698546051979065, -0.007717260159552097, -0.038715608417987823, -0.028622521087527275, -0.05477799475193024, -0.01897529698908329, 0.016759255900979042, -0.043339092284440994, 0.006185143254697323, -0.09113049507141113, 0.07371123880147934, -0.00388418254442513, -0.03416727855801582, 0.018249429762363434, 0.056878745555877686, -0.021831868216395378, 0.002752600470557809, -0.014709179289638996, 0.03015502542257309, 0.01680607721209526, -0.0023973623756319284, 0.0020586547907441854, -0.0272257998585701, 0.020329633727669716, -0.012191420421004295, 0.026590976864099503, 0.005014019086956978, -0.07399353384971619, 0.006678646896034479, 0.05248440057039261, 0.10055527836084366, 0.12617690861225128, -0.008684279397130013, -0.058478716760873795, -0.04143533110618591, 0.015454359352588654, -0.04045494645833969, 0.07034935802221298, 0.08814796060323715, 0.023894574493169785, -0.05649939924478531, 0.007073321379721165, -0.02374221384525299, 0.0016430399846285582, 0.1052803099155426, 0.00026721201720647514, -0.01759233884513378, 0.002327914582565427, 0.0244043730199337, 0.013055417686700821, -0.0980333685874939, -0.021211689338088036, -0.05971559137105942, 0.07953603565692902, -0.012767739593982697, -0.021552396938204765, -0.10744641721248627, -0.031179165467619896, -0.04284108802676201, -0.07039676606655121, -0.04811622202396393, -0.02468414045870304, 0.020564399659633636, -0.03877689689397812, -0.011771640740334988, 0.0029954828787595034, -0.1154683381319046, -9.158560075268578e-33, -0.07129760831594467, -0.013730105943977833, -0.00044693125528283417, 0.017943618819117546, 0.008684800006449223, -0.011477102525532246, 0.01869851164519787, 0.019194504246115685, -0.04469156265258789, -0.10407204180955887, -0.014832393266260624, 0.015500647015869617, 0.03192304074764252, 0.049275465309619904, 0.009151804260909557, 0.1071648821234703, -0.01821611262857914, -0.03793656453490257, 0.0024382546544075012, 0.004526764620095491, 0.022686727344989777, 0.08772686123847961, 0.05627686530351639, 0.015630612149834633, -0.025721970945596695, 0.0038146672304719687, -0.004181406460702419, -0.027779193595051765, 0.03734082356095314, 0.04888371750712395, 0.041226278990507126, -0.01637524738907814, -0.026832571253180504, 0.062321700155735016, 0.060763005167245865, -0.05310098081827164, 0.07284745573997498, -0.0913553386926651, -0.011150081641972065, 0.11026175320148468, 0.11702881753444672, -0.04596569389104843, -0.004644484259188175, 0.04450191929936409, 0.05843644216656685, 0.11600639671087265, -0.031140483915805817, -0.06493452936410904, -0.008664154447615147, 0.041608504951000214, -0.00014096444647293538, 0.019466688856482506, -0.010730517096817493, -0.0554533526301384, 0.03514816239476204, -0.10681735724210739, 0.015933971852064133, 0.0009458509739488363, 0.013424170203506947, -0.0563354454934597, 0.08958042412996292, 0.004276549909263849, -0.04927333816885948, -0.05457151308655739, -0.027742715552449226, 0.08931000530719757, 0.05432196334004402, -0.02841411903500557, -0.05039498209953308, 0.056674085557460785, -0.047543302178382874, -0.002373418537899852, -0.009621754288673401, -0.11584529280662537, -0.035693004727363586, 0.03505079820752144, 0.04813478887081146, 0.026130981743335724, 0.04066190496087074, 0.0001017614922602661, -0.002864432753995061, 0.023697832599282265, 0.11652568727731705, -0.055286165326833725, 0.017035074532032013, -0.015074185095727444, -0.06644193083047867, 0.03468179702758789, -0.018722735345363617, -0.008011366240680218, -0.06916041672229767, 0.06215314194560051, -0.020132070407271385, 0.07915112376213074, 0.005964023992419243, -4.882158677332882e-08, 0.06998515874147415, 0.020571686327457428, 0.05084846913814545, -0.045942798256874084, -0.030670898035168648, -0.100491002202034, 0.08883385360240936, 0.007618322037160397, 0.07108443230390549, -0.00901896320283413, 0.029304981231689453, -0.13129056990146637, -0.07601479440927505, -0.036159880459308624, 0.1003568023443222, 0.10402530431747437, -0.014802886173129082, -0.016095822677016258, 0.021440083160996437, -0.02315553091466427, 0.017487313598394394, 0.029329463839530945, 0.005358786787837744, -0.0072296070866286755, 0.02729124203324318, -0.010146106593310833, -0.00799128320068121, 0.033496808260679245, 0.05446362867951393, -0.00014374266902450472, 0.03603091090917587, 0.046912770718336105, -0.007792290765792131, -0.016691815108060837, 0.012416854500770569, -0.0005633665714412928, 0.004179282113909721, 0.10193321853876114, 0.10530777275562286, 0.09310776740312576, -0.015261624939739704, -0.03260093554854393, -0.10293696075677872, -0.027259191498160362, 0.036449965089559555, -0.04345094412565231, -0.09193883836269379, -0.08731712400913239, -0.004202250856906176, 0.054891183972358704, -0.1043863520026207, -0.015680531039834023, -0.0050698015838861465, 0.0269788708537817, 0.02383330464363098, -0.022285861894488335, -0.04872829467058182, 0.030889252200722694, 0.014404415152966976, 0.08833193778991699, 0.02611108310520649, -0.06499486416578293, -0.009786262176930904, 0.06356749683618546]"
